Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Are you male or female?,How old are you?,Are you?,,How would you describe your role?,,What would make you feel happier at work?,,,,,,"In the last month, how often have you felt...",,,,,,"In the last month, has anything happened to make you feel more positive about your working life? ",," In the last month, has anything happened to make you feel less positive about your working life?",,How do you think Brexit will affect your current employment?,
6698625026,169394296,02/16/2018 12:19:41 AM,02/16/2018 12:20:14 AM,82.42.46.105,,,,,Female,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6698620462,169394296,02/16/2018 12:17:15 AM,02/16/2018 12:17:34 AM,90.206.157.130,,,,,Female,18 - 29,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6698620262,169394296,02/16/2018 12:16:57 AM,02/16/2018 12:19:43 AM,90.222.9.156,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,Instant benefits like cinema and retail discounts,"Longer term benefits like life insurance, health insurance and hospital plans",More money,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",Having a job that actually relates to my TWO degrees ,Almost Never,Rarely / Not very often,Almost Never,Sometimes,Sometimes,Quite often,No,,No,,In a negative way,
6698560027,169394296,02/15/2018 11:43:56 PM,02/15/2018 11:44:21 PM,86.172.95.112,,,,,Female,18 - 29,Other,Student,,,,,,,,,,,,,,,,,,,,
6698552997,169394296,02/15/2018 11:40:18 PM,02/15/2018 11:40:35 PM,31.205.248.216,,,,,Female,18 - 29,Other,Student,,,,,,,,,,,,,,,,,,,,
6698550978,169394296,02/15/2018 11:39:11 PM,02/15/2018 11:41:27 PM,86.165.231.224,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,,More money,,,,Most of the time,Most of the time,Quite often,Most of the time,Most of the time,Quite often,No,,No,,Not at all,
6698525995,169394296,02/15/2018 11:26:22 PM,02/15/2018 11:29:07 PM,86.175.181.218,,,,,Female,30 - 49,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,,"Longer term benefits like life insurance, health insurance and hospital plans",,,,,Sometimes,Most of the time,Quite often,Quite often,Sometimes,Sometimes,Yes,Clarity of role,No,,In a negative way,
6698521211,169394296,02/15/2018 11:23:52 PM,02/15/2018 11:24:13 PM,109.154.75.203,,,,,Female,50+,Employed,,,,,,,,,,,,,,,,,,,,,
6698483899,169394296,02/15/2018 11:04:48 PM,02/15/2018 11:09:27 PM,193.60.168.73,,,,,Male,18 - 29,Other,Student,Frontline Employee / Team Member,,,,More money,,,,Most of the time,Most of the time,Most of the time,Quite often,Most of the time,Most of the time,No,,No,,Not at all,
6698483169,169394296,02/15/2018 11:05:24 PM,02/15/2018 11:07:23 PM,94.1.112.40,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,,More money,,,,Almost Never,Sometimes,Rarely / Not very often,Sometimes,Sometimes,Sometimes,No,,No,,I don't know,
6698478530,169394296,02/15/2018 11:03:13 PM,02/15/2018 11:07:01 PM,81.153.224.163,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,,,,,A less stressy boss!,Most of the time,Most of the time,Most of the time,Quite often,Most of the time,Quite often,No,,Yes,Shortage of staff due to injury has made working days longer and harder and my boss more stressed and difficult to be around,Not at all,
6698472688,169394296,02/15/2018 11:00:18 PM,02/15/2018 11:00:45 PM,78.150.172.33,,,,,Female,30 - 49,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6698452783,169394296,02/15/2018 10:50:56 PM,02/15/2018 10:53:55 PM,188.29.165.99,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,"Longer term benefits like life insurance, health insurance and hospital plans",,,,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Yes,I was told by the manager that he would like to see me in a management position in the near future ,No,,In a negative way,
6698451692,169394296,02/15/2018 10:50:10 PM,02/15/2018 10:55:29 PM,95.148.204.129,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,,,More recognition from management and colleagues,,,Rarely / Not very often,Rarely / Not very often,Sometimes,Quite often,Rarely / Not very often,Most of the time,No,,Yes,Nobody cares what happens day in day out know matter how hard you work. ,I don't know,
6698449982,169394296,02/15/2018 10:49:18 PM,02/15/2018 10:49:59 PM,2.216.200.104,,,,,Female,Under 18,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6698445587,169394296,02/15/2018 10:47:36 PM,02/15/2018 10:50:32 PM,92.15.202.201,,,,,Female,30 - 49,Employed,,Director / Company Owner,,,,More money,More recognition from management and colleagues,,(Economic) Stability ,Sometimes,Sometimes,Rarely / Not very often,Quite often,Rarely / Not very often,Quite often,No,,Yes,Loss of control ,In a negative way,
6698443079,169394296,02/15/2018 10:45:58 PM,02/15/2018 10:46:49 PM,92.40.248.196,,,,,Female,30 - 49,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6698442356,169394296,02/15/2018 10:46:15 PM,02/15/2018 10:48:58 PM,51.9.233.29,,,,,Female,30 - 49,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,,"Longer term benefits like life insurance, health insurance and hospital plans",,More recognition from management and colleagues,,,Quite often,Most of the time,Most of the time,Most of the time,Most of the time,Sometimes,No,,Yes,More senior people delaying steps I need to take which I then have to deal with the fallout and explaining to clients. It is unnecessarily stressful and undermining.,In a negative way,
6698438733,169394296,02/15/2018 10:44:25 PM,02/15/2018 10:44:45 PM,82.17.61.152,,,,,Female,18 - 29,Employed,,,,,,,,,,,,,,,,,,,,,
6698438232,169394296,02/15/2018 10:44:17 PM,02/15/2018 10:44:31 PM,5.66.152.158,,,,,Female,18 - 29,Employed,,,,,,,,,,,,,,,,,,,,,
6698436942,169394296,02/15/2018 10:43:35 PM,02/15/2018 10:45:37 PM,90.204.18.119,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,,More money,More recognition from management and colleagues,,,Rarely / Not very often,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,No,,No,,I don't know,
6698436510,169394296,02/15/2018 10:43:35 PM,02/15/2018 10:45:55 PM,31.79.117.59,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,Instant benefits like cinema and retail discounts,,More money,,,,Rarely / Not very often,Rarely / Not very often,Rarely / Not very often,Rarely / Not very often,Quite often,Sometimes,No,,Yes,"I work in nursing within the NHS.. nothing is positive. Low pay, long hours, no recognition, not much hope for promotion. ",In a negative way,
6698433134,169394296,02/15/2018 10:41:49 PM,02/15/2018 10:50:09 PM,176.253.5.234,,,,,Female,30 - 49,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,,,,,,My sector (education) being fully funded so staff are not trying to support more pupils and are less stressed,Sometimes,Quite often,Quite often,Quite often,Most of the time,Sometimes,No,,No,,In a negative way,
6698423864,169394296,02/15/2018 10:37:28 PM,02/15/2018 10:39:45 PM,94.175.118.54,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,,More money,More recognition from management and colleagues,,,Almost Never,Sometimes,Rarely / Not very often,Sometimes,Sometimes,Sometimes,No,,Yes,Pressure put on me because of sickness which is less than 15%,In a negative way,
6698421971,169394296,02/15/2018 10:36:46 PM,02/15/2018 10:37:00 PM,84.13.152.137,,,,,Male,18 - 29,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6698418721,169394296,02/15/2018 10:35:12 PM,02/15/2018 10:36:20 PM,86.189.226.220,,,,,Male,30 - 49,Employed,,Frontline Employee / Team Member,,Instant benefits like cinema and retail discounts,,More money,More recognition from management and colleagues,,,Sometimes,Rarely / Not very often,Rarely / Not very often,Most of the time,Rarely / Not very often,Sometimes,No,,No,,In a negative way,
6698407933,169394296,02/15/2018 10:30:14 PM,02/15/2018 10:33:17 PM,79.74.192.123,,,,,Female,50+,Employed,,Frontline Employee / Team Member,,,,,,,Being treated with respect from those above ,Rarely / Not very often,Sometimes,Sometimes,Most of the time,Almost Never,Most of the time,No,,No,,Other (please specify),We're being made redundant 
6698403966,169394296,02/15/2018 10:28:32 PM,02/15/2018 10:30:13 PM,94.6.148.62,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,,,More recognition from management and colleagues,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Almost Never,Almost Never,Almost Never,Rarely / Not very often,Rarely / Not very often,Almost Never,No,,Yes,,In a negative way,
6698397580,169394296,02/15/2018 10:25:44 PM,02/15/2018 10:26:52 PM,82.0.250.2,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,Instant benefits like cinema and retail discounts,"Longer term benefits like life insurance, health insurance and hospital plans",More money,More recognition from management and colleagues,,,Rarely / Not very often,Quite often,Rarely / Not very often,Rarely / Not very often,Quite often,Quite often,No,,No,,Not at all,
6698397256,169394296,02/15/2018 10:25:38 PM,02/15/2018 10:26:28 PM,82.0.61.37,,,,,Female,30 - 49,Self-Employed,,Director / Company Owner,,,"Longer term benefits like life insurance, health insurance and hospital plans",More money,,,,Quite often,Sometimes,Quite often,Quite often,Quite often,Quite often,No,,No,,Not at all,
6698396469,169394296,02/15/2018 10:25:17 PM,02/15/2018 10:28:07 PM,213.205.194.85,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,Instant benefits like cinema and retail discounts,,More money,More recognition from management and colleagues,,,Almost Never,Rarely / Not very often,Rarely / Not very often,Sometimes,Rarely / Not very often,Quite often,No,,Yes,Just bored of feeling stuck and like I haven't gained skills for my cv to get a better job or progress. Stuck working part time and not getting more responsibility. ,In a negative way,
6698386465,169394296,02/15/2018 10:20:34 PM,02/15/2018 10:23:15 PM,94.197.120.9,,,,,Male,18 - 29,Employed,,Frontline Employee / Team Member,,,,More money,,,,Most of the time,Quite often,Sometimes,Most of the time,Most of the time,Most of the time,Yes,,Yes,,I don't know,
6698384821,169394296,02/15/2018 10:19:59 PM,02/15/2018 10:20:15 PM,159.65.17.71,,,,,Female,18 - 29,Other,studen,,,,,,,,,,,,,,,,,,,,
6698384112,169394296,02/15/2018 10:19:41 PM,02/15/2018 10:24:19 PM,109.145.74.252,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,Instant benefits like cinema and retail discounts,,More money,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Quite often,Quite often,Most of the time,Quite often,Quite often,Most of the time,Yes,I was made a permanent employee after several months of probation. I am also doing a job that I love.,No,Some workplace culture irritates me. Some if my colleagues act in an extremely juvenile manner on a regular basis.  ,Not at all,
6698380689,169394296,02/15/2018 10:17:37 PM,02/15/2018 10:18:29 PM,82.35.217.128,,,,,Female,18 - 29,Employed,,,,,,,,,,,,,,,,,,,,,
6698354266,169394296,02/15/2018 10:06:43 PM,02/15/2018 10:07:16 PM,109.152.69.188,,,,,Male,50+,Contracting,,,,,,,,,,,,,,,,,,,,,
6698352917,169394296,02/15/2018 10:05:54 PM,02/15/2018 10:09:49 PM,213.205.194.254,,,,,Female,30 - 49,Self-Employed,,Frontline Employee / Team Member,,,"Longer term benefits like life insurance, health insurance and hospital plans",,,,,Rarely / Not very often,Rarely / Not very often,Sometimes,Quite often,Rarely / Not very often,Most of the time,No,,No,,In a negative way,
6698351070,169394296,02/15/2018 10:05:27 PM,02/15/2018 10:08:50 PM,86.147.238.199,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,,More money,,,,Rarely / Not very often,Rarely / Not very often,Sometimes,Rarely / Not very often,Sometimes,Rarely / Not very often,No,,Yes,Duplication of effort ,Not at all,
6698341140,169394296,02/15/2018 10:01:31 PM,02/15/2018 10:03:42 PM,80.193.26.218,,,,,Male,18 - 29,Employed,,Other (please specify),Technician,,,More money,More recognition from management and colleagues,,Working facilities,Almost Never,Almost Never,Almost Never,Almost Never,Almost Never,Rarely / Not very often,Yes,Started studying web development and possibly leaving my current position,Yes,My department getting consistently worse,I don't know,
6698331572,169394296,02/15/2018 09:57:19 PM,02/15/2018 09:58:35 PM,86.18.201.249,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,,,More recognition from management and colleagues,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Rarely / Not very often,Sometimes,Sometimes,Sometimes,Sometimes,Quite often,No,,No,,I don't know,
6698329533,169394296,02/15/2018 09:56:25 PM,02/15/2018 09:56:48 PM,80.192.64.83,,,,,Male,30 - 49,Employed,,,,,,,,,,,,,,,,,,,,,
6698325931,169394296,02/15/2018 09:54:59 PM,02/15/2018 09:56:48 PM,213.205.192.241,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,,,More recognition from management and colleagues,,,Almost Never,Almost Never,Almost Never,Rarely / Not very often,Almost Never,Rarely / Not very often,No,,Yes,manager doesn't recognise the good things i do. only the bad.,I don't know,
6698320205,169394296,02/15/2018 09:52:44 PM,02/15/2018 09:54:28 PM,86.24.254.73,,,,,Male,18 - 29,Employed,,Frontline Employee / Team Member,,,,More money,More recognition from management and colleagues,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Rarely / Not very often,Almost Never,Rarely / Not very often,Quite often,Almost Never,Almost Never,No,,Yes,Unfulfilled in my role. Doing work well below what I'm qualified for,In a negative way,
6698315903,169394296,02/15/2018 09:50:36 PM,02/15/2018 09:51:09 PM,86.23.85.136,,,,,Female,50+,Other,retired,,,,,,,,,,,,,,,,,,,,
6698312359,169394296,02/15/2018 09:49:20 PM,02/15/2018 09:51:57 PM,82.38.113.103,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,"Longer term benefits like life insurance, health insurance and hospital plans",More money,More recognition from management and colleagues,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Rarely / Not very often,Sometimes,Rarely / Not very often,Sometimes,Rarely / Not very often,Sometimes,No,,Yes,Poor chain of command making impossible to resolve disability issues,In a negative way,
6698308668,169394296,02/15/2018 09:47:50 PM,02/15/2018 09:49:28 PM,2.126.216.99,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,,More money,,,,Almost Never,Rarely / Not very often,Sometimes,Quite often,Sometimes,Rarely / Not very often,No,,Yes,Bullying by managers,I don't know,
6698306646,169394296,02/15/2018 09:46:54 PM,02/15/2018 09:49:12 PM,90.220.32.35,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,,More money,More recognition from management and colleagues,,,Sometimes,Rarely / Not very often,Quite often,Sometimes,Most of the time,Rarely / Not very often,No,,Yes,Yes my boss is very difficult ,Not at all,
6698303117,169394296,02/15/2018 09:45:31 PM,02/15/2018 09:45:47 PM,176.249.102.232,,,,,Male,30 - 49,Employed,,,,,,,,,,,,,,,,,,,,,
6698288649,169394296,02/15/2018 09:38:57 PM,02/15/2018 09:42:56 PM,2.27.214.186,,,,,Female,50+,Other,Employed part-time and self emoyed.,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,,,,More recognition from management and colleagues,,,Almost Never,Sometimes,Sometimes,Rarely / Not very often,Most of the time,Sometimes,Yes,"I can't say too much, I work for the NHS but I m not happy with what I'm having to so.",Yes,"Lots of things,  I'm not happy in my job.",In a positive way,
6698281985,169394296,02/15/2018 09:36:49 PM,02/15/2018 09:39:37 PM,51.9.173.87,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,"Longer term benefits like life insurance, health insurance and hospital plans",More money,,,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Quite often,No,,Yes,Having to take a pay cut to go into a graduate job.,In a negative way,
6698276824,169394296,02/15/2018 09:34:36 PM,02/15/2018 09:34:55 PM,2.97.150.252,,,,,Female,50+,Self-Employed,,,,,,,,,,,,,,,,,,,,,
6698268614,169394296,02/15/2018 09:31:15 PM,02/15/2018 09:31:31 PM,87.114.87.133,,,,,Female,30 - 49,Employed,,,,,,,,,,,,,,,,,,,,,
6698263995,169394296,02/15/2018 09:29:29 PM,02/15/2018 09:30:57 PM,165.120.180.35,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,"Longer term benefits like life insurance, health insurance and hospital plans",,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Sometimes,Sometimes,Sometimes,Quite often,Sometimes,Quite often,No,,Yes,"Sexist and racist attitudes in the office, discrimination ",In a negative way,
6698261071,169394296,02/15/2018 09:28:08 PM,02/15/2018 09:30:19 PM,51.9.13.205,,,,,Female,30 - 49,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,,,More money,,,,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Most of the time,Yes,I got all excellents on my 5 month probation review.,No,,I don't know,
6698255676,169394296,02/15/2018 09:25:57 PM,02/15/2018 09:27:13 PM,88.105.122.51,,,,,Female,30 - 49,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,,,More money,More recognition from management and colleagues,,,Rarely / Not very often,Quite often,Sometimes,Quite often,Quite often,Sometimes,No,,No,,In a negative way,
6698246538,169394296,02/15/2018 09:22:09 PM,02/15/2018 09:23:39 PM,82.27.47.47,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,,More money,,,,Sometimes,Most of the time,Sometimes,Most of the time,Quite often,Most of the time,No,,No,,I don't know,
6698243219,169394296,02/15/2018 09:20:39 PM,02/15/2018 09:23:22 PM,92.26.158.101,,,,,Male,30 - 49,Self-Employed,,Other (please specify),Taxi driver,,,More money,,,,Sometimes,Sometimes,Sometimes,Rarely / Not very often,Sometimes,Most of the time,No,,No,,Not at all,
6698241384,169394296,02/15/2018 09:19:55 PM,02/15/2018 09:35:15 PM,94.9.71.139,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,,,More recognition from management and colleagues,,,Almost Never,Sometimes,Rarely / Not very often,Rarely / Not very often,Rarely / Not very often,Sometimes,No,,Yes,"I moved from one store to another within the same company to get away from issues that I thought were specific to the ""old"" store but it seems like all management are taught the same way from moving to the new store which has just lost my trust in this company",I don't know,
6698231904,169394296,02/15/2018 09:16:15 PM,02/15/2018 09:16:28 PM,81.154.3.205,,,,,Female,18 - 29,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6698218596,169394296,02/15/2018 09:10:42 PM,02/15/2018 09:12:43 PM,86.7.132.123,,,,,Female,18 - 29,Other,Injured at work,Frontline Employee / Team Member,,,,More money,,,,Almost Never,Rarely / Not very often,Rarely / Not very often,Almost Never,Rarely / Not very often,Most of the time,No,,Yes,I got injured at work and they haven't given me sick pay since December. ,Not at all,
6698215146,169394296,02/15/2018 09:09:24 PM,02/15/2018 09:13:00 PM,90.202.143.233,,,,,Female,30 - 49,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,,"Longer term benefits like life insurance, health insurance and hospital plans",,More recognition from management and colleagues,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Quite often,Quite often,Quite often,Quite often,Most of the time,Quite often,Yes,Left a stressful job for my health.,Yes,Job security ,In a negative way,
6698214890,169394296,02/15/2018 09:09:20 PM,02/15/2018 09:10:35 PM,151.230.209.210,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,,More money,,,,Sometimes,Most of the time,Quite often,Sometimes,Rarely / Not very often,Sometimes,No,,No,,Not at all,
6698202507,169394296,02/15/2018 09:04:08 PM,02/15/2018 09:04:48 PM,86.134.254.140,,,,,Female,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6698197856,169394296,02/15/2018 09:02:34 PM,02/15/2018 09:12:51 PM,151.226.31.42,,,,,Female,30 - 49,Employed,,"Professional (e.g. Doctor, Lawyer, Accountant, Teacher etc)",,,,,More recognition from management and colleagues,,,Quite often,Quite often,Most of the time,Quite often,Most of the time,Most of the time,Yes,We had a conference where volunteering time off was emphasised and the guest speaker was an expert in ‘unconscious bias’ and how to combat it to ensure diversity.,No,,In a negative way,
6698191611,169394296,02/15/2018 09:00:05 PM,02/15/2018 09:02:51 PM,94.14.186.236,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,,,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Most of the time,Sometimes,Quite often,Quite often,Sometimes,Most of the time,Yes,Service users giving positive feedback about me,Yes,Bullying ,I don't know,
6698185473,169394296,02/15/2018 08:57:52 PM,02/15/2018 08:58:09 PM,213.122.102.153,,,,,Male,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6698183650,169394296,02/15/2018 08:57:04 PM,02/15/2018 08:59:52 PM,86.6.155.176,,,,,Male,30 - 49,Employed,,Frontline Employee / Team Member,,,,More money,More recognition from management and colleagues,,,Sometimes,Sometimes,Sometimes,Quite often,Sometimes,Quite often,No,,Yes,Poor management and poor pay,In a negative way,
6698161317,169394296,02/15/2018 08:48:30 PM,02/15/2018 08:50:51 PM,85.210.6.226,,,,,Female,30 - 49,Self-Employed,,Other (please specify),Cleaner,,,More money,,,,Rarely / Not very often,Sometimes,Sometimes,Sometimes,Sometimes,Most of the time,No,,No,,I don't know,
6698157191,169394296,02/15/2018 08:46:52 PM,02/15/2018 08:48:49 PM,82.9.101.30,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,Instant benefits like cinema and retail discounts,,,More recognition from management and colleagues,,,Almost Never,Almost Never,Rarely / Not very often,Rarely / Not very often,Rarely / Not very often,Sometimes,No,,Yes,Redundancy notice,In a negative way,
6698155555,169394296,02/15/2018 08:46:20 PM,02/15/2018 08:46:33 PM,82.2.111.110,,,,,Female,18 - 29,Employed,,,,,,,,,,,,,,,,,,,,,
6698149479,169394296,02/15/2018 08:44:02 PM,02/15/2018 08:45:51 PM,86.27.114.255,,,,,Male,18 - 29,Employed,,Other (please specify),Support Worker,Instant benefits like cinema and retail discounts,,More money,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Sometimes,Sometimes,Quite often,Quite often,Quite often,Most of the time,No,,No,,In a positive way,
6698138807,169394296,02/15/2018 08:39:33 PM,02/15/2018 08:41:21 PM,81.140.102.142,,,,,Female,50+,Employed,,Frontline Employee / Team Member,,,,,More recognition from management and colleagues,,,Sometimes,Quite often,Quite often,Quite often,Quite often,Quite often,No,,No,,Not at all,
6698133391,169394296,02/15/2018 08:37:29 PM,02/15/2018 08:38:49 PM,188.29.164.54,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,"Longer term benefits like life insurance, health insurance and hospital plans",More money,,,,Sometimes,Quite often,Quite often,Most of the time,Quite often,Quite often,Yes,Feedback from managers/students ,No,,Not at all,
6698123893,169394296,02/15/2018 08:33:52 PM,02/15/2018 08:34:16 PM,86.162.184.222,,,,,Female,50+,Self-Employed,,,,,,,,,,,,,,,,,,,,,
6698093856,169394296,02/15/2018 08:22:52 PM,02/15/2018 08:29:16 PM,85.255.236.205,,,,,Male,30 - 49,Employed,,Senior Manager / Department Head,,,,More money,,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Quite often,Quite often,Sometimes,Sometimes,Sometimes,Sometimes,No,,No,,I don't know,
6698088852,169394296,02/15/2018 08:20:39 PM,02/15/2018 08:21:15 PM,109.148.189.158,,,,,Male,18 - 29,Other,Help the Salvation Army ,,,,,,,,,,,,,,,,,,,,
6698081609,169394296,02/15/2018 08:18:13 PM,02/15/2018 08:18:33 PM,176.24.117.166,,,,,Male,18 - 29,Other,Disabled ,,,,,,,,,,,,,,,,,,,,
6698076364,169394296,02/15/2018 08:16:23 PM,02/15/2018 08:16:36 PM,94.0.34.173,,,,,Female,30 - 49,Employed,,,,,,,,,,,,,,,,,,,,,
6698058767,169394296,02/15/2018 08:09:27 PM,02/15/2018 08:09:52 PM,2.27.220.44,,,,,Male,50+,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6698056455,169394296,02/15/2018 08:08:29 PM,02/15/2018 08:09:52 PM,138.251.197.227,,,,,Female,18 - 29,Other,Student,Frontline Employee / Team Member,,,,,More recognition from management and colleagues,,,Most of the time,Quite often,Most of the time,Quite often,Most of the time,Sometimes,No,,No,,In a negative way,
6698047658,169394296,02/15/2018 08:05:06 PM,02/15/2018 08:05:57 PM,80.189.252.220,,,,,Female,18 - 29,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6698039152,169394296,02/15/2018 08:01:55 PM,02/15/2018 08:03:55 PM,95.145.207.10,,,,,Male,50+,Self-Employed,,Director / Company Owner,,,,,,,More intelligent customers,Rarely / Not very often,Sometimes,Rarely / Not very often,Sometimes,Rarely / Not very often,Almost Never,No,,No,,In a negative way,
6698030485,169394296,02/15/2018 07:58:31 PM,02/15/2018 07:58:59 PM,86.179.232.28,,,,,Female,18 - 29,Unemployed / Retired,,,,,,,,,,,,,,,,,,,,,
6698023365,169394296,02/15/2018 07:55:50 PM,02/15/2018 07:57:56 PM,86.28.174.120,,,,,Female,30 - 49,Self-Employed,,Team Leader / Manager,,,,More money,,,,Almost Never,Quite often,Sometimes,Quite often,Most of the time,Quite often,No,,Yes,,In a positive way,
6697952259,169394296,02/15/2018 07:28:36 PM,02/15/2018 07:28:47 PM,86.135.120.164,,,,,Male,18 - 29,Employed,,,,,,,,,,,,,,,,,,,,,
6697830188,169394296,02/15/2018 06:40:55 PM,02/15/2018 06:41:13 PM,194.66.243.30,,,,,Male,18 - 29,Employed,,,,,,,,,,,,,,,,,,,,,
6697638786,169394296,02/15/2018 05:29:40 PM,02/15/2018 05:29:56 PM,213.205.194.120,,,,,Male,18 - 29,Employed,,,,,,,,,,,,,,,,,,,,,
6697117650,169394296,02/15/2018 01:48:17 PM,02/15/2018 01:48:35 PM,81.87.12.3,,,,,Female,18 - 29,Other,Student,,,,,,,,,,,,,,,,,,,,
6696919422,169394296,02/15/2018 11:28:15 AM,02/15/2018 11:30:22 AM,77.96.100.125,,,,,Female,50+,Self-Employed,,Senior Manager / Department Head,,,,,,,More training,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely / Not very often,No,,Yes,Job application rejections,I don't know,
6696863257,169394296,02/15/2018 10:43:31 AM,02/15/2018 10:44:46 AM,151.231.2.238,,,,,Female,18 - 29,Self-Employed,,Frontline Employee / Team Member,,,"Longer term benefits like life insurance, health insurance and hospital plans",More money,,,,Almost Never,Almost Never,Sometimes,Most of the time,Quite often,Most of the time,No,,No,,In a negative way,
6696792088,169394296,02/15/2018 09:41:45 AM,02/15/2018 09:42:34 AM,95.148.161.57,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,,More money,More recognition from management and colleagues,"Wellbeing benefits, like employee assistance helplines, financial education and health advice",,Rarely / Not very often,Rarely / Not very often,Sometimes,Sometimes,Sometimes,Sometimes,No,,No,,In a negative way,
6696788955,169394296,02/15/2018 09:38:45 AM,02/15/2018 09:40:45 AM,94.197.121.11,,,,,Female,30 - 49,Employed,,Senior Manager / Department Head,,,"Longer term benefits like life insurance, health insurance and hospital plans",More money,,,,Quite often,Most of the time,Most of the time,Most of the time,Quite often,Sometimes,Yes,I was nominated for an award by my manager ,Yes,Sexism in the workplace - not in my team but with some of the other stakeholders we work with ,In a negative way,
6696331282,169394296,02/15/2018 02:08:01 AM,02/15/2018 02:11:01 AM,94.15.98.147,,,,,Female,30 - 49,Employed,,Frontline Employee / Team Member,,,"Longer term benefits like life insurance, health insurance and hospital plans",,,,,Most of the time,Most of the time,Most of the time,Quite often,Most of the time,Most of the time,Yes,Feeling like my co workers are more friends than they used to be ,Yes,Finding it hard to get time off ,Not at all,
6696225859,169394296,02/15/2018 12:53:30 AM,02/15/2018 12:53:55 AM,92.1.200.86,,,,,Female,18 - 29,Employed,,,,,,,,,,,,,,,,,,,,,
6696143611,169394296,02/15/2018 12:02:36 AM,02/15/2018 12:06:30 AM,86.163.158.178,,,,,Female,18 - 29,Employed,,Frontline Employee / Team Member,,,,,More recognition from management and colleagues,,,Sometimes,Quite often,Most of the time,Most of the time,Most of the time,Most of the time,Yes,Stepping forward for Team Leader training course!,Yes,Other associates and not nice atmospheres ,I don't know,
